ProbeID	GSM1843834_BCR_T100_Probe40.CEL	GSM1843835_BCR_T101_Probe44.CEL	GSM1843836_BCR_T102_Probe49.CEL	GSM1843837_BCR_T103_Probe2.CEL	GSM1843838_BCR_T104_Probe8.CEL	GSM1843839_BCR_T105_Probe14.CEL	GSM1843840_BCR_T96_Probe20.CEL	GSM1843841_BCR_T97_Probe25.CEL	GSM1843842_BCR_T98_Probe30.CEL	GSM1843843_BCR_T99_Probe35.CEL	GSM1843844_ctrl_T100_Probe39.CEL	GSM1843845_ctrl_T101_Probe43.CEL	GSM1843846_ctrl_T102_Probe48.CEL	GSM1843847_ctrl_T103_Probe1.CEL	GSM1843848_ctrl_T104_Probe7.CEL	GSM1843849_ctrl_T105_Probe13.CEL	GSM1843850_ctrl_T96_Probe19.CEL	GSM1843851_ctrl_T97_Probe24.CEL	GSM1843852_ctrl_T98_Probe29.CEL	GSM1843853_ctrl_T99_Probe34.CEL
202340_x_at	10.8554557	10.87863239	10.92614051	11.21865046	11.0006507	11.0683393	10.66418654	10.59433823	10.66554	10.88238256	9.532864371	9.373168475	9.623274414	9.995710275	9.952514247	10.00859828	9.27400572	9.47037452	9.403405795	9.507513543
202371_at	10.35301146	9.697424667	9.760944727	9.98371768	9.908650843	9.771973382	10.58984292	10.65573544	10.45748686	9.7966111	8.98640834	9.177844294	8.102190383	8.959129791	8.780846431	8.930429429	9.80942276	9.732311895	9.82048235	7.837738057
202382_s_at	8.229473431	7.333646854	7.270394617	7.177712267	7.394464754	7.450904036	8.438705817	8.136018114	8.480777928	7.595956978	5.769566348	5.955132261	5.694439703	5.917866384	6.082971328	6.037232353	6.794652158	6.746126245	6.822249269	5.519292001
202431_s_at	11.11452696	11.13751864	11.119957	11.51751447	11.33832726	11.19544855	11.98156274	11.9339384	11.99100714	10.73170684	9.445588371	9.32208456	10.88253074	9.830659049	9.592613838	9.545710277	10.3885554	10.4414764	10.36955436	8.711699508
202547_s_at	9.339058232	9.188353606	9.21876646	9.57067211	9.249124719	9.302600204	9.507906639	9.52172352	9.481365896	9.35445081	8.342340104	8.407098509	7.556048993	8.417170398	8.380678994	8.28602941	8.770464646	8.76872755	8.652254053	8.06751324
202687_s_at	5.232533254	5.059878826	3.888170247	5.415025821	5.107604834	5.317209489	4.738315229	4.611575057	4.57450072	4.592490681	6.119422467	5.883287266	4.907249971	6.093908496	5.95304322	5.785048011	6.409571525	6.34552094	6.41828102	5.440335696
202688_at	5.573123852	4.860482817	3.949601547	5.9712886	5.615338045	5.712910644	5.005493979	4.685333467	4.826012939	4.426128183	6.484166798	6.143563582	5.442433293	6.609963291	6.684268791	6.733912616	6.772747548	6.892614135	6.724361901	5.741991174
202759_s_at	8.169344993	7.444687315	7.015247772	8.862360428	8.637114517	8.462086532	8.504017139	8.61099076	8.426064045	7.220600905	9.800041723	9.371913254	9.727730339	9.605165049	9.394669558	9.404604919	9.81263487	9.902599301	9.761194124	8.74414738
202760_s_at	7.86779018	7.144395924	6.826339696	8.62697292	8.408434412	8.305038595	8.180425151	8.091813446	8.159153074	6.897160082	9.435965808	9.833506902	8.690652343	9.428486678	9.367468378	9.4673741	9.632762246	9.643323771	9.639352864	8.051525176
202768_at	7.550840365	7.983190924	8.362177349	7.745762064	7.760669798	7.799845503	7.997019334	8.105150725	8.09605382	7.360877474	6.381058403	6.925845735	6.151652193	6.796512204	6.728978774	6.700775912	7.110093875	7.185326897	7.088914817	6.407427029
202838_at	7.983805447	7.540749266	7.196200101	8.452135309	8.164078313	8.262219825	7.886373062	7.951488057	7.930653332	7.291305587	9.344380225	8.962953478	8.829131087	9.184990599	9.103882661	8.995203441	9.103478561	9.074036612	9.182803567	9.261703971
202861_at	8.729492029	9.354825013	9.215860989	8.400749887	8.386424682	8.304809271	8.32619395	8.266793601	8.382775254	8.806311843	7.681104171	7.601128492	7.768483797	7.625525392	7.616556928	7.550179923	7.374305296	7.612888295	7.412701107	7.67276238
202869_at	8.117524196	8.189870889	8.029341562	9.38951895	9.121507462	8.936398397	8.134350437	8.0964563	8.050312932	7.833965623	6.723082818	6.665969691	6.368479513	7.596531788	7.323232636	7.392238796	7.428995452	7.452024279	7.413345812	7.131992807
202934_at	8.792517056	8.298823418	8.41074155	7.885951538	8.006945429	8.002170342	9.080281777	8.914277456	9.06937337	8.327009654	7.160017519	7.405811597	7.822197877	7.193083159	7.058484277	7.167100172	7.930304372	7.940311486	8.022023166	6.616372746
202975_s_at	5.957689575	7.277222052	6.894605971	6.130419549	6.113464401	5.895450793	8.602654961	8.366514602	8.562328966	5.687469516	3.623902419	4.017398181	4.097233843	4.130497082	4.225155848	3.986438431	5.625866021	5.6265152	5.617591467	3.818807916
202976_s_at	6.335421315	7.391091395	6.558015055	6.234636046	6.096257744	5.96420594	8.597441019	8.430131484	8.472615212	5.717119711	3.638302637	3.918564244	4.00310981	4.234985957	4.062334831	4.145016262	5.837925129	5.759048554	5.825831304	3.12241444
202988_s_at	12.81468264	12.64922477	12.57383891	12.40325201	12.35030665	12.35812306	12.58148946	12.63496644	12.58220112	12.56014767	11.13639091	11.37143182	11.06855075	11.17924913	11.1036715	11.16058306	11.29591252	11.39475295	11.36358825	10.86775127
203066_at	7.396155612	7.514128332	7.394522374	8.323039611	8.451361732	8.490653541	8.639071027	8.453628852	8.643726504	7.223459147	8.59717282	9.232965917	9.052390594	9.025994818	9.275942625	9.389991785	9.623840504	9.536177952	9.607071663	7.822008032
203143_s_at	7.543405191	6.630220973	6.067257186	8.423923028	8.094902143	8.140473265	7.653008161	7.652330641	7.757678315	6.771823265	8.839285409	8.652254053	8.53982411	9.155221207	9.247207818	9.13273055	8.705598012	8.862047923	8.665804788	8.157661294
203157_s_at	9.075180239	8.61363378	8.26016589	9.097715732	9.023713253	9.042330166	9.075050798	9.143159492	9.122509891	8.488087269	8.157054606	7.780889243	8.298610601	8.161089908	8.001440918	7.945357457	7.671906501	7.775480762	7.679239762	6.828162392
203158_s_at	9.317576193	9.600084522	9.823302838	9.335129461	9.056041188	8.959062512	9.61867517	9.692334324	9.51467258	8.76958366	8.212689425	8.864900888	8.928653975	8.056166613	7.978773962	8.039750093	8.153124321	8.144274232	8.063335548	7.367908708
203159_at	11.05956519	10.94327317	10.94324911	11.2066864	11.15754873	11.14403408	11.07394628	11.04599399	11.05696129	10.73993683	9.992791236	10.39112458	10.40941596	10.25806961	10.11903949	10.11937617	9.921233466	9.979071381	9.846523255	9.236734078
203234_at	9.437856421	10.29789021	10.06515623	9.245053909	8.921499326	9.009781675	9.08543308	8.993787128	9.208724476	9.984457504	7.717384642	7.662160869	9.086192692	7.842993237	7.666148666	7.545708992	8.001031726	8.179181053	7.908480797	8.124801034
203244_at	9.704944303	9.4070434	9.359005059	10.83137491	10.68156476	10.55653115	9.509885747	9.506118282	9.484188097	9.185210376	11.28403764	10.9310512	10.44105246	11.63224546	11.50283725	11.46920201	10.82454937	10.82164009	10.77582207	10.70646163
203359_s_at	7.263433069	7.195551825	6.860417414	7.55165811	7.864911872	7.772298018	7.719996699	7.566833968	7.582662582	6.394293658	8.426207729	8.262345093	8.354599956	8.420609999	8.576278002	8.562909246	8.44131238	8.405824539	8.457114775	8.030266505
203394_s_at	10.00766864	10.25327722	10.37744619	10.16212035	10.10702065	9.914373271	10.20206647	10.22195175	10.16033583	10.00157096	7.431397195	8.346868203	8.197392589	8.671373888	8.476281114	8.575313553	8.823569158	8.847145317	8.780655152	7.215437431
203395_s_at	8.845619167	8.414829936	8.653868778	8.620528659	8.53916617	8.731955805	9.064558471	9.014554157	9.012862423	8.740102634	6.196402432	6.365434923	7.093016111	6.771216917	7.221084469	7.235195938	7.345946404	7.317710161	7.351690205	6.220817074
203414_at	8.65892117	8.497363068	8.122185305	9.352930353	9.30908044	9.273823496	8.740899232	8.927178093	8.762574476	7.973058375	10.00446545	9.768926539	10.08285489	10.2238168	9.957571834	10.13191117	9.959665038	9.833483828	9.903283014	9.601570799
203434_s_at	8.832621533	8.294133202	8.34453015	9.891579853	9.643982354	9.647165771	8.901727254	9.018737463	8.984945799	8.392952935	10.09471794	9.960414941	10.22843213	10.42551826	10.33104641	10.36119321	9.930426464	9.967940036	9.947808504	9.546862677
203435_s_at	8.004104708	7.619278038	7.223507801	8.912955017	8.802919744	8.87217215	8.097546071	7.950588299	8.007506163	7.57860295	9.276424237	9.438754108	9.406201253	9.605923156	9.544578567	9.459503244	9.323333273	9.33618317	9.227796863	8.84471436
203616_at	10.28824471	10.61356052	10.62003451	9.96437058	9.751223322	9.744710245	10.52804466	10.59708788	10.62231109	10.08424499	8.850647062	9.120329056	9.113699316	9.250294426	9.219035072	9.164489066	9.312279269	9.321245693	9.284656623	8.586537973
203640_at	9.516151933	9.383742045	8.849914561	9.508101033	10.0213136	10.1661337	9.625382316	9.442062627	9.539586049	9.259313696	10.72967187	10.91225592	11.16787312	11.03667032	11.01963262	11.24691209	10.79639765	10.69890783	10.82452441	10.55475367
203695_s_at	9.670702621	8.215563859	8.22772797	8.380201121	8.491713679	8.190725432	8.885082885	8.695785419	8.839739226	9.23102685	6.622497582	6.423637133	6.563896547	6.739270719	6.504695159	6.46352596	6.724053344	6.887238915	6.557617237	6.317843947
203795_s_at	8.487834077	7.884000086	7.345611249	8.738439043	8.574219591	8.652274861	8.147491996	8.25224051	8.158943017	8.211905143	9.215224255	9.410544772	9.354795702	9.225570585	9.104902995	9.171397656	9.32065587	9.363639835	9.258395516	9.074245111
203835_at	10.50908217	10.5269455	10.58897919	10.73164772	10.61959835	10.54014332	10.40717753	10.47311733	10.47838165	10.53339489	8.190705266	8.243374871	9.718144087	9.134179858	9.03537407	8.989874433	8.745617175	8.972125859	8.851526222	8.545529122
203865_s_at	8.09648745	7.928760126	7.577541226	8.127348401	7.933901066	7.771711076	8.191803205	8.310952831	8.171374883	7.581940764	7.290264775	6.977754076	6.365211707	7.243018995	6.901261672	6.840707742	6.998869798	7.117798951	6.847451348	6.284673966
203879_at	9.687911135	9.796364148	9.612646757	10.35114372	10.18807593	10.21223438	9.390097937	9.515666257	9.504550986	9.389707827	10.89323062	11.10361022	12.11749558	10.94708363	10.79541888	10.80614152	10.77909157	10.87703123	10.765376	10.75225765
203927_at	9.906115531	9.972266096	10.16790461	9.866908244	9.7200889	9.682793034	10.12170856	10.25781018	10.1461853	9.80845773	8.726622208	8.453583441	9.826415951	8.737791383	8.610015767	8.51184934	9.262558088	9.260452056	9.252679909	8.689072575
203950_s_at	9.297788242	9.270727888	9.269282255	9.609992363	9.471725021	9.313793777	9.156614962	9.132082022	9.102714826	9.032624292	8.043421282	8.81151714	8.280369154	8.405353786	8.084124007	8.100277081	8.142648707	8.11190388	8.090633327	7.691182819
204011_at	4.725075891	6.292879011	4.928199105	5.747097855	5.194574921	5.60896552	6.634340341	6.540791709	6.686298886	4.334040314	3.369241291	3.411623146	2.989366823	3.440831182	3.404792519	3.426272362	4.301570846	4.36674033	4.27476421	3.582904335
204015_s_at	11.19049741	10.96674011	10.8629706	11.41083896	11.43282008	11.42567392	11.11753608	11.25023041	11.11561218	10.84377742	10.32590812	9.675612861	9.003434737	10.78586956	10.6596771	10.58532452	10.15941579	10.07742123	10.11205234	10.01544921
204032_at	11.64257467	11.52937395	11.53499275	11.48695032	11.56120693	11.48074454	11.68339775	11.70835671	11.54626203	11.72722513	10.7877604	10.14635887	10.41226357	10.36196453	10.26655088	10.29414692	10.74240012	10.68305712	10.72695579	10.70001497
204042_at	4.78863609	5.055505281	5.263164893	6.105449159	5.431436675	5.727113448	4.76794088	4.723909545	4.733859811	4.51659346	6.711406357	8.068040942	6.735423625	7.038700342	6.919201602	6.97500264	7.022694251	7.281545944	7.260443605	6.148418568
204092_s_at	7.956051044	6.994044384	6.537973347	8.036833551	7.902033528	7.9567373	7.17410996	6.998598534	7.182914553	7.247406699	8.944052633	8.730276758	7.61919608	8.606388189	8.69098672	8.662771959	8.231701099	8.376530993	8.297146828	8.597169005
204103_at	12.0791447	12.14521567	12.13455059	12.62012751	12.46361509	12.37205746	12.57923025	12.66952957	12.53791186	11.6045996	8.366525574	9.345888413	8.8408893	9.972321381	9.887901153	9.704995556	10.61250604	10.76086716	10.55883102	7.443144038
204180_s_at	8.967664065	8.565807244	8.124681933	8.993765945	8.847604768	8.711934841	9.147800826	9.253103311	9.058239083	8.420715112	8.087497726	7.954394073	6.84143034	8.023673166	7.941912819	7.84953663	7.846209939	7.844439088	7.820618645	7.074675329
204182_s_at	9.286825014	8.657555839	8.416579523	9.082134482	8.85792786	8.920785812	8.983782523	9.062381258	9.04364155	8.855820097	8.132552271	7.581065843	7.661510855	7.826763397	7.875428706	7.940153015	7.856340845	7.920399593	7.785932391	7.748673372
204236_at	8.276761023	7.931706545	7.462595892	8.901667097	8.598133585	8.775254752	8.45089197	8.250753278	8.371706851	7.388714389	9.35140741	9.528331066	9.623729781	8.947723512	9.399810157	9.600870595	9.563078923	9.295150724	9.572976878	8.863603446
204269_at	7.743071137	7.691548713	7.65239541	9.352656303	9.133437143	8.958108135	8.043765324	8.01598109	7.986527637	7.49376622	9.615757873	9.203311713	9.806236711	10.39642742	10.15428058	10.19530022	9.215607018	9.374227118	9.2075364	9.105387128
204360_s_at	8.012224349	8.088514116	8.054437107	7.8707742	7.579868671	7.591336357	7.5728288	7.66393292	7.775596784	7.707936097	6.587758367	6.296922355	6.26777204	6.552566486	6.292029591	6.263861171	6.69760971	6.541137321	6.527504144	6.928494846
204401_at	7.019854201	6.30204098	6.2257626	7.070871228	6.683390441	6.65504416	6.032917819	6.177750604	5.910178833	6.749121383	8.488305851	7.54095647	8.443555102	8.062236756	7.788721066	7.704868441	7.449359309	7.443779893	7.351391117	8.496220427
204430_s_at	9.995044926	10.45536987	10.38256294	10.96165482	10.83902242	10.74060137	10.34409877	10.49173793	10.41540382	9.688945193	11.4192841	11.81943103	11.9220957	11.97894693	11.77956628	11.75765679	11.61235835	11.61963863	11.61242566	11.25527135
204472_at	9.650091744	9.463289706	9.34714557	9.494287314	9.320046647	9.28363278	10.43350573	10.5444832	10.36267641	9.096841166	6.662187152	6.195531529	6.3174836	7.372250475	7.065641145	7.206742041	8.188933974	8.065978236	8.087359798	6.304931494
204562_at	11.34914277	11.12808204	10.9632109	11.57794103	11.57143934	11.60430147	11.75540595	11.71512115	11.77631836	10.83393343	9.47949746	9.066991056	10.56687425	10.19266868	10.0312399	9.936620475	10.18217685	10.37947766	10.19688692	8.755030879
204581_at	11.36020797	11.09245914	11.2025362	11.42586375	11.11280847	11.15012569	11.06232083	11.17573809	11.13726987	10.99034168	10.06069161	10.02349103	9.128779954	10.27723592	10.18420464	10.21540386	10.11937091	10.24697129	10.20880295	9.70678102
204602_at	5.655607551	4.549916028	5.421675213	5.383746768	5.388884262	5.267010149	6.930748635	6.714069629	6.756730992	4.911294216	4.203636306	4.046773267	3.841395005	4.376055079	4.064427623	4.313407445	4.55900348	4.751537922	4.856387609	3.989208815
204615_x_at	11.84707814	11.65329743	11.59525383	12.17502671	12.06311971	12.09480729	12.14396178	12.13438676	12.17344332	11.46190976	10.4491946	10.52089425	10.32900882	11.21278777	11.11995273	11.1053214	10.62254906	10.68139396	10.5955234	9.632799612
204621_s_at	10.24407841	10.43143975	10.28525033	10.03127512	9.919886713	9.936087766	10.80731238	10.80510715	10.74797632	9.606890591	7.516052446	9.129202178	6.990843402	7.880294767	7.653142811	7.7359872	8.904776904	8.978626893	8.823658049	6.384784829
204622_x_at	10.72451155	11.3960337	11.48385253	10.38166436	10.34338222	10.41095436	11.29182108	11.14974719	11.15925859	10.4896327	7.606217424	9.504690245	7.544084035	7.988242219	8.154429543	8.147532099	9.560363201	9.433863439	9.645929952	7.578550301
204638_at	9.579279416	10.33215946	10.35744122	9.230515929	9.170889411	9.053559237	9.851093309	9.870034245	9.829231001	9.884821458	7.888373008	8.042893146	7.436344932	8.085527062	7.924396432	7.89942662	8.939311504	9.098261521	8.787729115	8.308043977
204642_at	4.052600311	4.879741628	4.503958498	4.824571457	4.785205943	4.654274223	4.061503546	4.58494163	4.431187364	4.383841611	5.000018703	6.645811445	5.126364347	5.656288247	5.526809041	5.835109095	6.487822956	6.01418702	6.292716315	5.445330225
204686_at	9.77762051	9.972570616	9.867950289	10.3474058	10.08329873	10.30174695	9.450403081	9.517983549	9.546876366	9.464047783	8.54959016	9.042029146	8.631224721	9.127782433	9.202857587	9.250305336	8.529865057	8.483933931	8.580767979	7.607881724
204688_at	6.069321136	5.596009939	5.126505357	6.884019495	6.617000648	6.660444409	6.68708566	6.323702527	6.682767914	5.102380844	8.341531504	8.770163581	8.233174039	7.671296417	7.724777851	7.698171415	8.290341424	8.412297805	8.239050384	7.185378975
204689_at	8.600815303	8.363310866	8.387395952	9.654110421	9.462617122	9.367843058	8.990516198	9.058240236	8.986385778	8.014806439	10.01768162	10.13889285	9.325020229	10.43317532	10.25208608	10.24694719	9.978689257	10.10230554	10.06153683	9.50315515
204780_s_at	8.479248158	7.579936022	7.552536442	8.71383527	8.423317817	8.419285379	8.625177882	8.709463558	8.650351704	7.994625208	9.445997632	9.156416405	11.15334825	8.935677704	8.897346844	8.972788736	9.545283395	9.58502857	9.502159392	8.721468975
204798_at	9.880446545	9.347303194	9.524155589	10.3937449	10.3823238	10.34471257	10.2793392	10.30632231	10.33443249	9.555992641	8.306184793	8.675978168	8.451674427	9.216240108	9.175555527	9.060151015	8.779342373	8.878380076	8.786384459	7.424111234
204866_at	5.399062751	4.533254237	4.994154979	6.977459523	6.809848643	6.936871294	6.46263543	6.122640262	6.46263543	4.43327694	7.046656219	7.671827003	7.64065312	7.349806982	7.690899967	7.656837349	8.354319505	8.275716181	8.327644545	6.286352769
204897_at	11.79606414	11.55191149	11.62245691	11.52963654	11.51416685	11.46221622	12.11795297	12.01297328	12.10920803	11.55280674	9.558966255	10.21280135	10.42670356	10.01565865	10.01194097	10.04083642	10.68499855	10.62201941	10.64511247	9.22095935
204912_at	9.514024471	9.431487879	9.396550208	10.06701811	9.92819407	9.820187815	9.105476871	9.192634261	9.086491408	9.522398177	10.71649185	10.42775277	10.66114586	10.88242502	10.8555784	10.79233039	10.3350783	10.3871414	10.25107638	10.7199389
204962_s_at	8.271769067	6.894394789	6.677585444	8.366641793	8.188322927	8.287891099	7.527264612	7.476335972	7.456496802	7.538320633	9.354733786	8.901155433	8.059656338	8.916139463	8.928898123	8.926843699	8.580579569	8.494007738	8.519259814	8.555874318
204963_at	6.213027701	4.445532293	4.452571987	7.286954924	7.00997983	7.083815831	6.402872717	6.224008594	6.259008602	5.389942174	7.903907567	7.394994075	6.43866317	8.409060382	8.342148588	8.356281048	7.548423312	7.624554675	7.64452273	7.073387595
205013_s_at	10.87697111	11.02418135	10.81488753	11.03202334	10.84703107	10.73043065	10.92898853	10.98984517	10.96273071	10.87419032	8.99152991	9.027439817	9.390889418	9.506254993	9.329537068	9.378185321	9.421646315	9.575595547	9.32052464	8.934578155
205092_x_at	9.075500984	9.314113948	9.427950558	8.422715818	8.975118102	8.984661039	9.197442287	9.432612946	9.224649337	9.224699729	7.720740985	8.093880908	8.06531577	7.862348849	8.162040345	8.384160536	8.239728974	8.184309738	8.285185829	8.030804493
205101_at	9.602483748	10.04655814	9.845309435	9.314001052	9.318459637	9.209991679	9.762523514	9.809283334	9.815615799	9.396058611	8.075620906	8.445700616	9.059138001	8.075738785	7.950615701	7.945407704	8.793287839	8.914048731	8.680230885	7.927912105
205114_s_at	11.57582686	11.97419306	11.97453475	12.05771287	12.10996224	12.03645981	11.66377891	11.7026304	11.69056071	11.60873285	8.816582333	8.81929924	8.426530296	10.06385275	10.21586647	10.22960123	9.831807641	9.782199672	9.878574798	8.883249604
205193_at	7.503653086	8.347158264	8.09900718	7.397278777	7.432211267	7.468813612	7.745403466	7.769440793	7.683493273	7.826812525	6.125004384	6.66824505	6.675870593	6.733710202	6.630440037	6.694874455	6.807745352	6.818417615	6.808210984	6.571139706
205249_at	11.79922978	11.60550151	11.60062793	11.44828583	11.58716111	11.55545057	12.15698496	12.18958522	12.18394863	11.79795439	9.740799405	9.452313676	9.32504719	9.372451933	9.491340206	9.576086972	10.64454808	10.62708223	10.85496841	9.617335424
205297_s_at	10.33182996	11.20040501	10.98970328	10.73814237	10.55013612	10.45979354	10.22953323	10.36176486	10.35292903	10.68471156	11.66980445	11.69182943	12.50218169	11.48442823	11.43046149	11.36365628	11.61352567	11.76068751	11.58257364	12.00500496
205306_x_at	10.84208329	10.31416036	10.35278261	10.53493031	10.26361758	10.32898241	10.5384959	10.62697309	10.46615983	10.60441048	9.211834299	8.773914561	8.468666218	8.815804054	8.759250137	8.716749623	9.134997417	9.097399916	9.048916472	8.755126134
205307_s_at	7.915110522	6.876706157	6.665015721	7.544393442	7.254858028	7.44011585	7.711514081	7.52477648	7.479934702	7.244265725	6.650352204	6.375387759	5.430734703	6.57136597	6.230150033	6.072502508	6.659838497	6.564246494	6.554991079	4.879629788
205397_x_at	6.871176486	7.118104426	7.111252154	6.682513579	6.596213006	7.00205368	6.971301599	6.776792482	6.896306394	6.572605381	5.470475922	5.794622888	6.062760014	5.773325825	5.769229105	5.827582997	5.746143845	5.660791653	5.618774319	6.397166011
205398_s_at	8.344083684	8.639842207	8.588231697	8.405105465	8.353892168	8.372654517	8.513766447	8.603117028	8.608507901	8.099245658	6.049922333	6.730106239	6.730741871	6.549658505	6.707776615	6.523962647	6.95683383	7.090803066	6.864996248	6.359765146
205414_s_at	8.926646532	8.700861424	8.548473156	8.77360333	9.167744582	9.46836151	9.366599661	9.393528876	9.491861568	8.403245165	7.393466996	7.738215525	6.870033311	8.301208894	8.28297254	8.305241615	8.043967359	7.976271367	7.930600596	6.887072251
205449_at	8.031662498	7.887991088	7.493066725	8.751962879	8.565544864	8.515200197	7.94710567	8.029893849	8.036158188	7.677549826	9.163473126	9.133853491	9.087821274	9.185015459	9.123946605	9.213494748	9.02353347	9.039818343	9.039173895	9.081087133
205463_s_at	5.521304693	6.101640023	6.032500103	7.425541748	6.850466235	6.789717682	6.645693662	6.742689799	6.674943013	5.569739551	4.54108837	4.604347766	4.282882527	5.544232686	5.388884262	5.229359552	5.507497739	5.630595896	5.316745425	4.255809729
205552_s_at	7.194047608	6.474803197	6.472430616	7.365445425	7.373584983	7.689473394	7.709186774	7.705562738	7.733636514	6.6728661	6.024282099	5.440431442	5.605416447	5.955243983	6.066063976	6.41259321	6.730492068	6.492948964	6.753049986	5.892594252
205676_at	6.122662024	6.000916285	5.973405259	6.506216871	6.313962928	6.407742403	6.621636631	6.34834379	6.634801393	5.752712684	4.339631891	4.739885932	4.968981524	4.887145875	5.242898039	5.297088868	5.369025561	5.170604066	4.82546977	4.674678044
205691_at	9.891269799	9.560820467	9.509527039	9.942320861	9.788367887	9.653217447	9.675596733	9.545546897	9.623589727	9.451675294	8.193410009	8.575485314	8.770119322	8.880166389	8.669949073	8.660640379	8.549404332	8.555330261	8.457904894	8.394360891
205738_s_at	7.02491792	6.192472531	6.048426056	5.956828415	4.998968549	5.687855167	6.376604767	6.389389029	6.436363522	6.870436925	5.431870476	4.728378451	5.947157596	4.966385147	4.951786444	5.041604984	5.213633216	5.02971573	5.177941036	5.404226231
206114_at	7.243164002	7.814591878	7.297669223	7.30870079	7.336230911	7.490952464	7.855601809	7.764417367	7.760236417	7.0749892	5.256838553	6.117528777	5.982115662	6.687215641	6.623841355	6.584496189	6.202342898	6.244374686	6.095895789	6.118573457
206115_at	11.73308716	12.26680271	12.31636789	11.52036585	11.44903725	11.43703833	11.94086977	12.01973546	11.99543811	11.9035613	9.330197196	10.13891067	9.404444183	9.53924292	9.578250348	9.672491834	11.01464567	10.93684674	11.03457333	9.27945458
206181_at	11.14187915	11.34052375	11.18275968	11.01513621	11.02110711	11.10171845	11.33618634	11.35769358	11.33493502	11.05214539	9.747751718	9.345310271	10.50762191	9.321498161	9.150580041	9.159155801	9.986934486	9.999143406	9.959245926	9.569303008
206255_at	8.770357421	9.359701097	9.241881925	9.874637912	9.531231225	9.454406325	8.722698656	8.783262334	8.726008648	9.247639081	10.28656104	9.894188981	11.23313051	10.57497027	10.46857523	10.30344515	9.752470094	9.920330778	9.697191977	10.70670913
206301_at	7.762489154	8.275445445	7.934601011	7.720948122	7.583687915	7.611710081	7.769175499	7.837218113	7.952948898	7.374062911	5.971737653	5.83158285	5.847210576	5.936344481	5.886265593	5.789126561	6.265287815	6.481760013	6.072886102	6.047016573
206307_s_at	5.643244412	6.205919391	6.139582254	6.46958418	6.195467025	6.076591887	6.595534845	6.457657907	6.361383435	5.392313222	4.851142505	5.485699907	4.77741777	5.214520055	5.088039681	5.327797955	5.281367663	5.615414372	5.312171006	3.807567673
206337_at	10.87598337	11.03963785	11.02341996	11.15358971	11.27214965	11.25681837	11.02841968	10.99739523	11.02099409	10.82758512	8.89678658	9.256873183	9.983375967	9.235814845	9.090942136	9.078054497	10.02720164	10.10216215	10.05896179	8.857482092
206382_s_at	4.813035851	4.284767724	3.968939378	5.059633524	5.001658165	4.416899558	4.67994668	4.846765988	4.950043332	4.552918203	3.799619816	3.588336831	4.043709966	3.664229701	3.415880215	3.686731804	3.680009253	3.475926081	3.595023026	3.601608819
206385_s_at	4.160222285	3.537519156	3.093702834	5.472953914	4.865575357	4.906553094	4.528265665	4.623535523	4.564234922	4.11367572	5.504500854	6.229393229	5.056170661	5.402562511	5.169330072	5.145164571	6.172061421	5.996008778	5.837548908	4.799374153
206513_at	9.495069417	9.397681973	9.241473991	9.803629943	9.555763081	9.479389215	8.802468453	8.817627008	8.788498038	8.916268324	11.12281356	11.6538486	10.94844083	10.77638866	10.67530391	10.65104524	10.7418937	10.82527928	10.75765917	10.53602299
206552_s_at	9.658720571	8.786431004	8.726901129	10.62560987	10.49049578	10.35374112	9.888251508	10.05796179	9.876340251	9.335714065	7.069102903	6.440325409	4.789954973	8.671377647	8.658752939	8.819293464	8.061037319	7.848333479	7.999936787	5.812441329
206633_at	8.506351585	8.250935453	8.064397193	8.411068104	8.410224706	8.445953188	9.644709208	9.520632459	9.602415044	7.476168455	6.360253009	7.013475898	6.968119791	7.376642721	7.250658143	7.185794267	8.173039648	8.103280011	8.156099629	5.643996781
206637_at	3.625810909	4.508809539	3.858808916	4.124605245	4.31317776	4.103336995	3.963167372	3.554467936	3.964953235	3.642139195	4.853022109	5.661257472	5.546521916	4.804474852	4.947190937	5.063189711	5.926445302	5.935844526	6.312511472	4.813492373
206683_at	9.254656617	7.671650252	7.025557189	9.017907731	8.761169472	8.643564516	9.068268199	9.206270507	9.062295531	8.110124576	7.97170594	6.735425182	5.811800528	6.987201619	6.903126758	6.81076319	7.463781106	7.59074027	7.345463757	6.485198751
206687_s_at	10.06820319	10.69774528	10.6909439	10.01143134	9.773997398	9.74093628	10.11418604	10.05016052	10.13071304	10.02641172	9.086266997	9.30292145	8.791052462	8.899132742	8.865235938	8.91072481	9.218335476	9.332123382	9.218537712	8.885904493
206748_s_at	5.758595836	4.899212135	4.970858796	6.433178065	6.002065754	6.015948426	6.586510617	6.897038196	6.793330635	5.33735536	5.161988674	4.988599302	5.023319564	4.961818039	5.328717917	4.963208065	4.899356528	4.923813623	4.997168207	4.233313309
206828_at	7.146954057	7.319294703	6.44750637	7.372141336	7.553354143	7.375608762	7.59903772	7.535872958	7.472102405	6.095518928	4.734942623	4.702215753	4.403615789	5.377457782	5.213714419	5.011671009	4.229672573	4.972924765	4.440529942	4.590966029
206940_s_at	5.210789133	5.273069868	5.334651324	6.499921209	6.50794524	6.634664908	5.855164797	5.865221915	5.925007481	5.335702504	7.341673768	7.507930712	5.958549997	7.566603979	7.557871504	7.518444347	8.060858464	7.907800476	8.073863058	6.705757488
